,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
3667,2017,3,NANTES,PARIS MONTPARNASSE,144.518072289,595,14,50,42.28,4.23924268503,41,49.1,27,11,40.4255319149,31.914893617,12.7659574468,10.6382978723,2.12765957447,2.12765957447
3668,2017,3,LILLE,LYON PART DIEU,196.84751773,283,1,35,20.4857142857,3.1524822695,22,25.4,4,2,26.470588235300003,11.7647058824,35.29411764709999,17.6470588235,2.9411764705900003,5.8823529411800015
3670,2017,10,PERPIGNAN,PARIS LYON,303.494505495,183,1,25,45.148,6.54304029304,25,6.54304029304,13,5,36.3636363636,27.2727272727,31.818181818200003,4.54545454545,0.0,0.0
3671,2017,10,QUIMPER,PARIS MONTPARNASSE,223.252964427,256,3,28,38.7053571429,7.33063241107,28,7.33063241107,10,4,23.8095238095,52.38095238100001,0.0,23.8095238095,0.0,0.0
3673,2017,10,PARIS MONTPARNASSE,TOURS,73.0430107527,186,0,42,12.9785714286,3.97688172043,10,3.97688172043,2,1,4.16666666667,20.8333333333,33.333333333300004,37.5,4.16666666667,0.0
3674,2017,10,PARIS MONTPARNASSE,VANNES,153.526515152,266,2,50,24.3853333333,6.53188131313,30,6.458489388259999,11,2,13.0434782609,17.3913043478,26.0869565217,28.2608695652,6.521739130429999,8.69565217391
3675,2017,10,LYON PART DIEU,MONTPELLIER,112.401234568,332,8,57,26.1263157895,5.28441358025,31,5.28441358025,15,2,29.7872340426,19.1489361702,27.6595744681,14.8936170213,4.25531914894,4.25531914894
3676,2016,12,AVIGNON TGV,PARIS LYON,160.355387524,530,1,64,30.88671875,3.00088216761,50,36.1463333333,21,8,24.1379310345,34.482758620700004,24.1379310345,15.5172413793,0.0,1.7241379310299991
3677,2016,12,BELLEGARDE (AIN),PARIS LYON,163.133891213,240,1,26,29.1544871795,2.36213389121,21,33.152380952399994,8,1,13.0434782609,39.130434782600005,17.3913043478,13.0434782609,8.69565217391,8.69565217391
3678,2016,12,PARIS LYON,CHAMBERY CHALLES LES EAUX,180.204918033,244,0,27,29.8783950617,3.9087431694,15,43.4577777778,9,3,8.333333333330001,4.16666666667,37.5,45.8333333333,4.16666666667,0.0
3679,2016,12,PARIS MONTPARNASSE,LAVAL,97.8189655172,233,1,18,29.5296296296,2.91918103448,10,43.4466666667,5,3,29.4117647059,17.6470588235,11.7647058824,35.29411764709999,0.0,5.8823529411800015
3680,2016,12,ST MALO,PARIS MONTPARNASSE,194.173469388,98,0,8,35.2708333333,3.40085034014,5,49.5066666667,4,2,33.333333333300004,33.333333333300004,0.0,16.6666666667,16.6666666667,0.0
3681,2016,12,LYON PART DIEU,MONTPELLIER,111.583850932,325,3,63,44.2373015873,9.64622153209,51,51.74215686270001,24,14,31.147540983599995,11.4754098361,36.0655737705,14.7540983607,6.557377049179999,0.0
3682,2016,12,LYON PART DIEU,RENNES,261.971014493,69,0,13,32.8846153846,8.152173913039999,13,32.8846153846,6,1,23.0769230769,23.0769230769,15.3846153846,30.7692307692,7.692307692310001,0.0
3684,2016,7,PARIS LYON,CHAMBERY CHALLES LES EAUX,196.88194444400003,72,0,8,45.25,5.56944444444,7,47.5714286,7,2,25.0,12.5,0.0,50.0,12.5,0.0
3685,2016,7,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.4534313725,204,0,16,19.5625,1.90196078431,6,37.0,4,1,21.4285714286,7.1428571428600005,14.2857142857,14.2857142857,28.5714285714,14.2857142857
3686,2016,7,PARIS MONTPARNASSE,BREST,268.073469388,245,0,20,34.0,4.82857142857,20,34.0,12,1,15.7894736842,31.5789473684,5.26315789474,21.0526315789,21.0526315789,5.26315789474
3687,2016,7,PARIS MONTPARNASSE,TOULOUSE MATABIAU,331.984076433,157,0,20,39.8,7.127388535030001,19,39.1052632,12,1,10.5263157895,31.5789473684,15.7894736842,21.0526315789,15.7894736842,5.26315789474
3688,2016,7,NANTES,STRASBOURG,319.892857143,56,0,5,25.8,2.0714285714300003,5,25.8,1,0,20.0,20.0,40.0,0.0,0.0,20.0
3689,2016,11,BELLEGARDE (AIN),PARIS LYON,163.630530973,226,0,39,25.7179487179,5.995575221240001,26,32.1923077,9,2,23.0769230769,35.8974358974,30.7692307692,5.128205128209999,2.5641025641,2.5641025641
3690,2016,11,PARIS LYON,VALENCE ALIXAN TGV,131.758928571,280,0,33,20.0909090909,3.875,17,27.117647100000003,5,0,37.5,37.5,6.25,6.25,12.5,0.0
3691,2016,11,PARIS MONTPARNASSE,ANGERS SAINT LAUD,100.911764706,425,0,66,32.8939393939,7.225882352939999,52,38.480769200000005,24,10,24.6153846154,36.9230769231,1.5384615384600002,9.23076923077,27.6923076923,0.0
3692,2016,11,BORDEAUX ST JEAN,PARIS MONTPARNASSE,212.500776398,649,5,145,37.0,11.1956521739,145,37.0,51,27,21.3793103448,48.9655172414,12.4137931034,6.206896551719999,6.896551724139999,4.137931034479998
3693,2016,11,PARIS MONTPARNASSE,LA ROCHELLE VILLE,204.891705069,217,0,16,37.0625,2.4884792626700003,16,37.0625,8,2,37.5,18.75,18.75,12.5,12.5,0.0
3695,2017,11,TOULON,PARIS LYON,236.989051095,281,7,37,41.7031531532,5.98649635036,37,5.96472727273,18,7,47.0588235294,20.5882352941,23.5294117647,8.823529411760003,0.0,0.0
3696,2017,11,FRANCFORT,PARIS EST,220.028100775,172,0,36,28.9828703704,8.75736434109,33,8.75736434109,11,3,11.1111111111,38.8888888889,16.6666666667,13.8888888889,2.77777777778,16.6666666667
3697,2016,10,PARIS EST,REIMS,47.014084507,213,0,12,10.0833333333,0.718309859155,1,23.0,0,0,33.333333333300004,16.6666666667,25.0,16.6666666667,8.333333333330001,0.0
3698,2016,10,ARRAS,PARIS NORD,51.0461538462,325,0,37,17.2432432432,2.48,14,31.2142857,6,1,14.2857142857,34.2857142857,17.1428571429,5.71428571429,20.0,8.57142857143
3699,2016,10,DOUAI,PARIS NORD,76.9333333333,195,0,22,14.5,2.12820512821,5,34.4,3,0,23.8095238095,23.8095238095,14.2857142857,9.523809523810002,19.0476190476,9.523809523810002
3700,2016,9,PARIS LYON,GRENOBLE,183.072016461,243,0,24,30.0416666667,5.411522633740001,24,30.0416667,7,1,26.0869565217,13.0434782609,39.130434782600005,4.34782608696,17.3913043478,0.0
3701,2016,9,PARIS MONTPARNASSE,TOURS,76.7096774194,187,1,22,14.5454545455,2.45161290323,7,26.7142857,1,1,36.3636363636,45.4545454545,0.0,18.1818181818,0.0,0.0
3702,2016,9,LYON PART DIEU,MARSEILLE ST CHARLES,102.660813309,543,2,118,29.0762711864,7.929759704249999,90,33.9,27,10,18.9655172414,27.5862068966,21.5517241379,9.48275862069,12.9310344828,9.48275862069
3703,2016,9,MARSEILLE ST CHARLES,LYON PART DIEU,102.368667917,533,0,84,26.1785714286,6.412757973730001,55,33.2181818,18,7,20.2380952381,13.0952380952,16.6666666667,27.380952381,21.4285714286,1.19047619048
3704,2016,9,GENEVE,PARIS LYON,171.6,230,0,18,17.3333333333,1.33913043478,9,22.2222222,1,0,5.555555555560001,22.2222222222,55.5555555556,16.6666666667,0.0,0.0
3705,2016,8,REIMS,PARIS EST,46.6179487179,195,0,11,11.4545454545,0.148717948718,2,24.5,0,0,36.3636363636,18.1818181818,27.2727272727,9.09090909091,0.0,9.09090909091
3706,2016,8,PARIS LYON,PERPIGNAN,310.02061855700003,199,5,40,35.425,8.79896907216,40,35.425,17,5,42.5,22.5,15.0,10.0,10.0,0.0
3707,2016,8,PARIS MONTPARNASSE,ANGERS SAINT LAUD,98.4740932642,386,0,31,27.935483871,2.67098445596,22,34.1363636,7,1,21.4285714286,32.1428571429,14.2857142857,21.4285714286,10.7142857143,0.0
3708,2016,8,LILLE,PARIS NORD,63.4263736264,455,0,53,20.2075471698,2.3956043956,24,33.8333333,10,5,29.5454545455,13.6363636364,20.4545454545,18.1818181818,18.1818181818,0.0
3709,2017,6,MULHOUSE VILLE,PARIS LYON,171.107142857,316,8,45,35.0444444444,5.668831168830001,27,50.3919753,11,6,0.0,20.0,0.0,20.0,60.0,0.0
3710,2017,6,PARIS MONTPARNASSE,LE MANS,55.1903669725,440,4,81,24.8765432099,5.1995412844,38,42.7631579,22,10,30.0,10.0,0.0,40.0,20.0,0.0
3711,2017,6,QUIMPER,PARIS MONTPARNASSE,275.43564356400003,202,0,22,53.5454545455,7.574257425739999,22,53.43787879999999,12,6,16.6666666667,33.333333333300004,16.6666666667,16.6666666667,0.0,16.6666666667
3712,2017,6,LILLE,LYON PART DIEU,196.125,275,3,48,33.0208333333,6.507352941180001,34,41.37058820000001,13,7,36.3636363636,9.09090909091,0.0,45.4545454545,9.09090909091,0.0
3713,2017,6,MARSEILLE ST CHARLES,LYON PART DIEU,104.869120654,501,12,146,23.2876712329,9.37423312883,100,28.385,31,5,60.0,13.3333333333,6.666666666669999,20.0,0.0,0.0
3714,2017,1,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.412037037,216,0,30,20.1927777778,1.61180555556,12,37.2013888889,7,1,17.8571428571,3.5714285714300003,28.5714285714,17.8571428571,10.7142857143,21.4285714286
3715,2017,1,LYON PART DIEU,MARSEILLE ST CHARLES,106.533333333,539,14,106,36.5761006289,8.59495238095,85,42.6780392157,35,16,21.6494845361,21.6494845361,35.051546391799995,15.4639175258,4.12371134021,2.0618556701
3716,2017,1,PARIS EST,FRANCFORT,115.478686869,177,12,21,39.619047619,5.86757575758,18,44.2222222222,6,3,42.8571428571,4.7619047619,9.523809523810002,38.0952380952,4.7619047619,0.0
3717,2017,1,PARIS MONTPARNASSE,TOULOUSE MATABIAU,328.82781457,152,1,23,44.4297101449,8.56721854305,23,44.4297101449,12,5,47.8260869565,17.3913043478,8.69565217391,26.0869565217,0.0,0.0
3718,2017,1,TOULOUSE MATABIAU,PARIS MONTPARNASSE,335.617977528,182,4,28,46.3696428571,8.62162921348,28,46.3696428571,12,4,48.0,36.0,0.0,16.0,0.0,0.0
3719,2017,7,STRASBOURG,PARIS EST,117.26059322,472,0,66,33.3636363636,4.442796610169999,44,43.66628789999999,21,6,16.9230769231,24.6153846154,20.0,15.3846153846,6.15384615385,16.9230769231
3720,2017,7,PARIS LYON,MONTPELLIER,207.060209424,383,1,81,34.913580246900004,8.5,64,41.0085938,29,13,21.25,25.0,23.75,25.0,1.25,3.75
3722,2017,7,LYON PART DIEU,RENNES,232.672131148,63,2,23,43.0434782609,18.5409836066,23,43.0434783,10,5,14.2857142857,42.8571428571,19.0476190476,14.2857142857,0.0,9.523809523810002
3723,2017,5,PARIS LYON,CHAMBERY CHALLES LES EAUX,177.670658683,168,1,36,25.3611111111,6.53293413174,20,35.4891667,8,2,10.0,16.6666666667,40.0,23.3333333333,10.0,0.0
3724,2017,5,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.0761904762,210,0,39,16.4358974359,2.99047619048,12,36.1402778,5,2,20.8333333333,4.16666666667,33.333333333300004,25.0,4.16666666667,12.5
3725,2017,5,PARIS LYON,NICE VILLE,343.966346154,214,6,64,35.640625,14.274038461500002,64,35.6182292,24,11,25.4237288136,23.7288135593,33.8983050847,13.5593220339,3.38983050847,0.0
3726,2017,5,PARIS LYON,PERPIGNAN,307.098159509,164,1,23,71.17391304350001,10.8773006135,23,71.15797099999999,15,5,34.7826086957,34.7826086957,17.3913043478,13.0434782609,0.0,0.0
3727,2017,5,ANGERS SAINT LAUD,PARIS MONTPARNASSE,100.894736842,438,1,57,23.1929824561,3.97482837529,34,30.6740196,7,3,18.3673469388,34.693877551,30.612244898,10.2040816327,2.04081632653,4.08163265306
3728,2017,5,PARIS MONTPARNASSE,LE MANS,59.5047169811,426,2,68,14.7352941176,2.3372641509400003,22,27.2795455,6,0,17.5,27.500000000000004,12.5,37.5,5.0,0.0
3729,2017,5,RENNES,PARIS MONTPARNASSE,137.181488203,551,0,60,28.6333333333,3.15426497278,38,38.2245614,18,7,25.0,57.692307692300005,9.61538461538,5.76923076923,1.92307692308,0.0
3730,2017,4,REIMS,PARIS EST,46.89,203,3,23,36.347826087,3.88,15,51.1011111,9,4,47.61904761899999,14.2857142857,14.2857142857,19.0476190476,0.0,4.7619047619
3731,2017,4,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.3926701571,191,0,26,11.3846153846,1.94240837696,7,19.771428600000004,0,0,9.523809523810002,23.8095238095,47.61904761899999,19.0476190476,0.0,0.0
3732,2017,4,PARIS NORD,DOUAI,66.4717948718,196,1,21,11.1428571429,1.38974358974,3,25.1388889,1,0,20.0,0.0,26.6666666667,40.0,13.3333333333,0.0
3733,2017,4,LYON PART DIEU,MARSEILLE ST CHARLES,106.651639344,491,3,115,32.452173913,9.37704918033,91,37.9688645,39,11,33.6538461538,22.1153846154,24.0384615385,8.653846153850001,5.76923076923,5.76923076923
3734,2017,4,LYON PART DIEU,MONTPELLIER,111.204968944,325,3,60,31.5833333333,6.440993788819999,40,41.46,23,10,29.6296296296,20.3703703704,24.0740740741,16.6666666667,3.7037037037,5.555555555560001
3735,2017,4,PARIS LYON,ITALIE,436.471910112,89,0,16,53.125,8.101123595510002,16,53.0,9,4,26.6666666667,0.0,33.333333333300004,40.0,0.0,0.0
3736,2017,9,NANTES,STRASBOURG,301.975,40,0,6,24.5027777778,4.66416666667,6,24.5027777778,2,0,33.333333333300004,33.333333333300004,0.0,33.333333333300004,0.0,0.0
3737,2017,8,PARIS EST,METZ,87.90939597319999,299,1,30,17.186666666700003,1.96935123043,17,24.1941176471,3,0,33.333333333300004,22.2222222222,5.555555555560001,27.7777777778,11.1111111111,0.0
3738,2017,8,MONTPELLIER,PARIS LYON,205.521197007,401,0,128,30.9233072917,11.4039484622,102,35.7006535948,44,11,21.7391304348,31.304347826100003,26.9565217391,13.9130434783,1.7391304347799998,4.34782608696
3739,2017,8,TOULOUSE MATABIAU,PARIS MONTPARNASSE,259.751322751,191,2,23,29.1536231884,5.9311287478,23,29.1536231884,8,1,23.0769230769,30.7692307692,7.692307692310001,23.0769230769,7.692307692310001,7.692307692310001
3740,2017,8,PARIS MONTPARNASSE,TOURS,73.0130718954,155,2,36,11.028703703699998,3.22549019608,6,26.1916666667,3,0,10.0,5.0,25.0,55.00000000000001,5.0,0.0
3741,2017,8,PARIS LYON,LAUSANNE,218.688926941,147,1,15,28.7466666667,4.3698630137,13,31.4,6,0,26.6666666667,40.0,13.3333333333,20.0,0.0,0.0
3742,2017,2,NIMES,PARIS LYON,176.021604938,327,3,44,44.4121212121,4.98369341564,37,50.2954954955,18,9,50.0,16.6666666667,16.6666666667,16.6666666667,0.0,0.0
3743,2017,2,LYON PART DIEU,MONTPELLIER,111.179810726,321,4,52,32.8391025641,6.25988433228,33,44.9106060606,14,6,31.914893617,25.5319148936,17.021276595699998,12.7659574468,6.3829787234,6.3829787234
3744,2017,2,STRASBOURG,NANTES,306.457142857,36,1,4,46.4541666667,7.61285714286,4,46.4541666667,1,1,50.0,50.0,0.0,0.0,0.0,0.0
3745,2017,2,PARIS EST,STUTTGART,174.79424019599998,136,0,21,19.9920634921,5.53210784314,11,27.2257575758,2,0,29.4117647059,23.5294117647,29.4117647059,11.7647058824,5.8823529411800015,0.0
3746,2019,3,PARIS MONTPARNASSE,LE MANS,57.2571428571,433,13,64,18.7208333333,2.60075396825,21,2.60075396825,9,5,32.5581395349,25.5813953488,16.2790697674,18.6046511628,6.97674418605,0.0
3747,2019,3,PARIS EST,REIMS,46.0,215,2,25,26.5086666667,3.51009389671,12,3.51009389671,6,4,9.09090909091,27.2727272727,13.6363636364,27.2727272727,18.1818181818,4.54545454545
3748,2019,3,PARIS MONTPARNASSE,TOURS,72.63586956520001,186,2,31,20.6720430108,4.51114130435,9,4.51114130435,5,1,35.29411764709999,29.4117647059,0.0,35.29411764709999,0.0,0.0
3749,2019,4,ANGOULEME,PARIS MONTPARNASSE,124.848920863,278,0,30,24.4344444444,3.93063549161,19,3.93063549161,7,1,16.0,24.0,24.0,28.000000000000004,4.0,4.0
3750,2019,4,PARIS MONTPARNASSE,ST MALO,162.279569892,96,3,4,28.0208333333,0.669534050179,3,0.669534050179,1,1,25.0,25.0,25.0,25.0,0.0,0.0
3751,2019,4,METZ,PARIS EST,85.8855218855,303,6,63,17.1825396825,4.19870931538,17,4.19870931538,4,2,17.307692307700002,23.0769230769,42.3076923077,15.3846153846,0.0,1.92307692308
3752,2019,4,REIMS,PARIS EST,46.5463917526,196,2,14,17.25,2.08067010309,5,2.08067010309,1,1,0.0,33.333333333300004,33.333333333300004,33.333333333300004,0.0,0.0
3753,2019,4,LYON PART DIEU,MARNE LA VALLEE,109.600858369,238,5,41,28.537398374,5.2017167382,33,5.2017167382,11,3,20.0,15.0,35.0,17.5,10.0,2.5
3754,2019,4,NICE VILLE,PARIS LYON,355.610778443,170,3,19,38.151754386,4.00568862275,19,4.00568862275,8,3,11.7647058824,23.5294117647,29.4117647059,23.5294117647,5.8823529411800015,5.8823529411800015
3755,2019,4,MACON LOCHE,PARIS LYON,100.064864865,187,2,13,27.6564102564,2.3489189189200004,10,2.3489189189200004,3,2,0.0,16.6666666667,50.0,0.0,25.0,8.333333333330001
3756,2018,11,LYON PART DIEU,RENNES,236.588888889,93,3,19,42.2245614035,11.037037037,19,11.037037037,10,4,10.5263157895,21.0526315789,26.3157894737,36.8421052632,0.0,5.26315789474
3757,2018,11,PARIS LYON,AVIGNON TGV,160.6625,482,2,79,34.9455696203,6.6825,61,6.6825,36,13,20.5128205128,20.5128205128,21.7948717949,33.333333333300004,3.84615384615,0.0
3758,2018,11,NIMES,PARIS LYON,176.513245033,307,5,87,35.3208812261,10.715397351,65,10.715397351,39,15,36.7816091954,35.632183907999995,13.7931034483,5.74712643678,3.44827586207,4.59770114943
3759,2018,10,LAVAL,PARIS MONTPARNASSE,93.5416666667,193,1,27,21.6475308642,4.3875,13,4.3875,4,2,14.2857142857,38.0952380952,23.8095238095,14.2857142857,0.0,9.523809523810002
3760,2018,10,NANCY,PARIS EST,93.1559322034,296,1,43,21.878682170500003,3.740169491530001,19,3.740169491530001,13,2,10.5263157895,13.1578947368,31.5789473684,28.9473684211,10.5263157895,5.26315789474
3761,2018,10,PARIS VAUGIRARD,RENNES,124.0,29,0,3,17.9055555556,3.36724137931,2,3.36724137931,0,0,0.0,33.333333333300004,33.333333333300004,33.333333333300004,0.0,0.0
3763,2018,10,PARIS LYON,AIX EN PROVENCE TGV,182.762711864,414,1,64,42.3208333333,8.2491928975,64,8.2491928975,31,14,23.4375,26.5625,7.8125,35.9375,6.25,0.0
3764,2018,10,TOULON,PARIS LYON,238.284482759,235,3,50,45.126000000000005,10.8099856322,50,10.8099856322,29,8,24.0,28.000000000000004,28.000000000000004,20.0,0.0,0.0
3765,2018,10,ITALIE,PARIS LYON,439.14893617,95,1,32,42.3890625,18.1140070922,32,18.1140070922,11,4,16.1290322581,19.3548387097,38.7096774194,19.3548387097,3.22580645161,3.22580645161
3766,2019,2,PARIS MONTPARNASSE,TOULOUSE MATABIAU,260.423312883,163,0,7,30.0714285714,0.446625766871,7,0.446625766871,3,0,42.8571428571,28.5714285714,14.2857142857,14.2857142857,0.0,0.0
3767,2019,2,PARIS LYON,DIJON VILLE,98.6009615385,419,3,39,76.88846153850001,5.774198717949999,32,5.774198717949999,29,17,7.692307692310001,51.28205128210001,10.2564102564,30.7692307692,0.0,0.0
3768,2019,2,METZ,PARIS EST,89.2915129151,277,6,54,24.4200617284,5.0356088560900005,30,5.0356088560900005,16,4,17.6470588235,17.6470588235,43.137254902,17.6470588235,1.96078431373,1.96078431373
3769,2019,2,MARSEILLE ST CHARLES,PARIS LYON,202.67264574,452,6,49,70.2146258503,8.22765321375,49,8.22765321375,28,14,16.3265306122,42.8571428571,10.2040816327,16.3265306122,12.2448979592,2.04081632653
3770,2019,2,MONTPELLIER,PARIS LYON,209.365591398,282,3,31,65.1580645161,6.93572281959,31,6.93572281959,16,8,9.67741935484,45.1612903226,29.0322580645,9.67741935484,3.22580645161,3.22580645161
3771,2019,2,PARIS EST,FRANCFORT,222.241258741,152,9,26,41.8358974359,10.951282051300002,25,10.951282051300002,16,4,10.5263157895,26.3157894737,26.3157894737,31.5789473684,0.0,5.26315789474
3772,2019,2,FRANCFORT,PARIS EST,218.793537415,155,8,24,44.7298611111,8.14263038549,22,8.14263038549,9,5,25.0,12.5,20.8333333333,33.333333333300004,8.333333333330001,0.0
3773,2019,2,PARIS LYON,ITALIE,430.714285714,85,1,12,86.625,11.0297619048,12,11.0297619048,9,3,20.0,40.0,40.0,0.0,0.0,0.0
3774,2018,8,LYON PART DIEU,RENNES,235.195402299,88,1,27,39.5327160494,14.5597701149,27,14.5597701149,10,4,18.5185185185,11.1111111111,14.8148148148,40.740740740700005,11.1111111111,3.7037037037
3775,2018,7,LILLE,LYON PART DIEU,188.605095541,326,12,90,30.5107407407,10.883014862,65,10.883014862,29,8,23.4042553191,14.8936170213,23.4042553191,23.4042553191,10.6382978723,4.25531914894
3776,2018,7,PARIS LYON,MONTPELLIER,208.851540616,360,3,103,48.8987055016,15.1077497666,103,15.1077497666,65,21,17.8217821782,21.7821782178,11.8811881188,44.5544554455,3.960396039599999,0.0
3777,2018,7,DUNKERQUE,PARIS NORD,116.43697479,244,6,38,37.6048245614,7.710364145660001,23,7.710364145660001,13,7,22.2222222222,30.5555555556,22.2222222222,11.1111111111,8.333333333330001,5.555555555560001
3778,2018,8,PARIS EST,REIMS,45.9619047619,215,5,23,19.2702898551,2.53492063492,10,2.53492063492,3,1,9.523809523810002,23.8095238095,4.7619047619,42.8571428571,19.0476190476,0.0
3779,2018,7,ARRAS,PARIS NORD,51.078078078100006,349,16,102,20.4140522876,7.02162162162,32,7.02162162162,19,7,9.3023255814,27.9069767442,47.6744186047,10.4651162791,3.48837209302,1.16279069767
3780,2018,8,PARIS MONTPARNASSE,BORDEAUX ST JEAN,149.962406015,681,16,62,27.1411290323,2.45521303258,47,2.45521303258,14,3,15.0,25.0,18.3333333333,33.333333333300004,8.333333333330001,0.0
3782,2018,7,POITIERS,PARIS MONTPARNASSE,99.3868421053,455,75,98,21.0392857143,7.097236842110001,39,7.097236842110001,16,5,16.6666666667,36.1111111111,22.2222222222,11.1111111111,4.16666666667,9.72222222222
3783,2018,7,RENNES,PARIS MONTPARNASSE,104.829222011,602,75,108,30.9672839506,8.62792536369,88,8.59530560807,36,14,10.7843137255,51.9607843137,12.7450980392,15.6862745098,3.9215686274499992,4.90196078431
3784,2018,7,ST MALO,PARIS MONTPARNASSE,181.432989691,111,14,15,34.725,9.43333333333,15,9.43333333333,9,4,11.1111111111,77.7777777778,0.0,11.1111111111,0.0,0.0
3785,2019,1,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142.443670151,896,35,106,43.7227987421,6.594889663180001,74,6.594889663180001,46,16,36.2745098039,29.4117647059,16.6666666667,15.6862745098,0.980392156863,0.980392156863
3786,2018,12,LAVAL,PARIS MONTPARNASSE,87.4200913242,221,2,21,17.6825396825,4.73493150685,17,4.73493150685,4,1,30.7692307692,38.4615384615,7.692307692310001,15.3846153846,0.0,7.692307692310001
3787,2018,12,NANCY,PARIS EST,95.4210526316,305,1,34,33.9225490196,2.89221491228,22,2.89221491228,11,6,15.151515151500002,30.303030303000003,15.151515151500002,33.333333333300004,3.0303030303,3.0303030303
3788,2019,1,NANTES,STRASBOURG,303.75,44,0,4,41.1458333333,5.01363636364,4,5.01363636364,4,0,25.0,25.0,50.0,0.0,0.0,0.0
3789,2019,1,PARIS LYON,AIX EN PROVENCE TGV,189.043701799,391,2,50,42.399,5.687960582690001,48,5.687960582690001,28,9,44.4444444444,6.666666666669999,20.0,22.2222222222,6.666666666669999,0.0
3790,2019,1,LYON PART DIEU,MARNE LA VALLEE,109.80876494,257,6,55,32.0990909091,7.457702523239999,41,7.457702523239999,20,6,37.037037037,11.1111111111,16.6666666667,20.3703703704,14.8148148148,0.0
3791,2019,1,LILLE,PARIS NORD,63.61929824560001,580,10,110,26.588030303000004,5.36061403509,65,5.36061403509,38,10,49.5238095238,16.1904761905,14.2857142857,13.3333333333,6.666666666669999,0.0
3792,2019,1,PARIS LYON,MARSEILLE ST CHARLES,201.702702703,524,6,72,48.4983796296,8.2676962677,72,8.2676962677,47,18,48.6111111111,8.333333333330001,18.0555555556,18.0555555556,6.944444444439999,0.0
3793,2019,1,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.47008547,119,2,12,23.7888888889,3.8821937321900006,7,3.8821937321900006,4,0,36.3636363636,9.09090909091,9.09090909091,18.1818181818,27.2727272727,0.0
